ParentCode;Code;Name;Position;Description
"";"ACO";"Acopio";1;"Acopio Facility GmbH & Co. KG"
"ACO";"001";"ACO.001 - Treseburger Ufer 48";1;"WEZ Treseburger Ufer 48, 12347 Berlin"
"ACO";"002";"ACO.002 - Bendastr. 13";2;"Bendastr. 13, 12051 Berlin"
"ACO";"003";"ACO.003 - Genter Str. 66";3;"Genter Str. 66, 13353 Berlin"
"ACO";"004";"ACO.004 - Jülicher Str. 5";4;"Jülicher Str. 5, 13357 Berlin"
"ACO";"005";"ACO.005 - Südstern 14";5;"Südstern 14, 10961 Berlin"
"ACO";"006";"ACO.006 - Waldecker Str. 43";6;"Waldecker Str. 43,  47169 Duisburg"
"";"AES2";"AES";2;"Adler Energie Service"
"AES2";"1";"vollständige Anlagen";1;""
"AES2.1";"100";"AES.100 - Alexianergraben 20/22";1;"Alexianergraben 20/22, 52062 Aachen"
"AES2.1";"101";"AES.101 - Neumarkt 3";2;"Neumarkt 3, 08280 Aue"
"AES2.1";"102";"AES.102 - Scharhörnstraße 14-16";3;"Scharhörnstraße 14-16, 23554 Lübeck"
"AES2.1";"108";"AES.108 - Etatsrätin-Doos-Str. 2";4;"Etatsrätin-Doos-Str. 2, 25554 Wilster"
"AES2.1";"114";"AES.114 - Oldeoog 5";5;"Oldeoog 5, 28259 Bremen"
"AES2.1";"116";"AES.116 - Norfolkstraße 14";6;"Norfolkstraße 14, 26382 Wilhelmshaven"
"AES2.1";"118";"AES.118 - Bahnhofstraße 105";7;"Bahnhofstraße 105, 26382 Wilhelmshaven"
"AES2.1";"119";"AES.119 - Schillerstraße 57";8;"Schillerstraße 57, 26382 Wilhelmshaven"
"AES2.1";"123";"AES.123 - Friedrich-Ebert-Straße 83";9;"Friedrich-Ebert-Straße 83, 27570 Bremerhaven"
"AES2.1";"124";"AES.124 - Carsten-Lücken-Straße 133";10;"Carsten-Lücken-Straße 133, 27574 Bremerhaven"
"AES2.1";"126";"AES.126 - Ölhafendamm 46";11;"Ölhafendamm 46, 26384 Wilhelmshaven"
"AES2.1";"127";"AES.127 - Ölhafendamm 42";12;"Ölhafendamm 42, 26384 Wilhelmshaven"
"AES2.1";"128";"AES.128 - Gökerstraße 63";13;"Gökerstraße 63, 26384 Wilhelmshaven"
"AES2.1";"129";"AES.129 - Mühlenweg 100";14;"Mühlenweg 100, 26384 Wilhelmshaven"
"AES2.1";"130";"AES.130 - Liliencronstraße 10";15;"Liliencronstraße 10, 26386 Wilhelmshaven"
"AES2.1";"132";"AES.132 - Frankenberger Straße 80";16;"Frankenberger Straße 80, 09131 Chemnitz"
"AES2.1";"136";"AES.136 - Zwickauer Straße 2";17;"Zwickauer Straße 2, 44139 Dortmund"
"AES2.1";"138";"AES.138 - Preußenstraße 41a";18;"Preußenstraße 41a, 26388 Wilhelmshaven"
"AES2.1";"139";"AES.139 - Posener Straße 36";19;"Posener Straße 36, 26388 Wilhelmshaven"
"AES2.1";"140";"AES.140 - Poststraße 32a";20;"Poststraße 32a, 26388 Wilhelmshaven"
"AES2.1";"145";"AES.145 - Mintropstraße 28";21;"Mintropstraße 28, 40215 Düsseldorf"
"AES2.1";"146";"AES.146 - Europaring 21";22;"Europaring 21, 26389 Wilhelmshaven"
"AES2.1";"147";"AES.147 - Europaring 20";23;"Europaring 20, 26389 Wilhelmshaven"
"AES2.1";"148";"AES.148 - Europaring 13";24;"Europaring 13, 26389 Wilhelmshaven"
"AES2.1";"150";"AES.150 - Weidenstraße 14";25;"Weidenstraße 14, 26389 Wilhelmshaven"
"AES2.1";"151";"AES.151 - Weidenstraße 35";26;"Weidenstraße 35, 26389 Wilhelmshaven"
"AES2.1";"152";"AES.152 - Weidenstraße 32";27;"Weidenstraße 32, 26389 Wilhelmshaven"
"AES2.1";"153";"AES.153 - Weidenstraße 26";28;"Weidenstraße 26, 26389 Wilhelmshaven"
"AES2.1";"154";"AES.154 - Weidenstraße 29";29;"Weidenstraße 29, 26389 Wilhelmshaven"
"AES2.1";"155";"AES.155 - Weidenstraße 11";30;"Weidenstraße 11, 26389 Wilhelmshaven"
"AES2.1";"156";"AES.156 - Weidenstraße 39";31;"Weidenstraße 39, 26389 Wilhelmshaven"
"AES2.1";"157";"AES.157 - Europaring 30";32;"Europaring 30, 26389 Wilhelmshaven"
"AES2.1";"158";"AES.158 - Europaring 24";33;"Europaring 24, 26389 Wilhelmshaven"
"AES2.1";"159";"AES.159 - Europaring 16";34;"Europaring 16, 26389 Wilhelmshaven"
"AES2.1";"160";"AES.160 - Europaring 25";35;"Europaring 25, 26389 Wilhelmshaven"
"AES2.1";"161";"AES.161 - Weidenstraße 36";36;"Weidenstraße 36, 26389 Wilhelmshaven"
"AES2.1";"162";"AES.162 - Europaring 28";37;"Europaring 28, 26389 Wilhelmshaven"
"AES2.1";"163";"AES.163 - Europaring 19";38;"Europaring 19, 26389 Wilhelmshaven"
"AES2.1";"165";"AES.165 - Weidenstraße 43";39;"Weidenstraße 43, 26389 Wilhelmshaven"
"AES2.1";"166";"AES.166 - Weidenstraße 37";40;"Weidenstraße 37, 26389 Wilhelmshaven"
"AES2.1";"167";"AES.167 - Weidenstraße 25";41;"Weidenstraße 25, 26389 Wilhelmshaven"
"AES2.1";"168";"AES.168 - Weidenstraße 30";42;"Weidenstraße 30, 26389 Wilhelmshaven"
"AES2.1";"169";"AES.169 - Weidenstraße 18";43;"Weidenstraße 18, 26389 Wilhelmshaven"
"AES2.1";"170";"AES.170 - Altengrodener Weg 65";44;"Altengrodener Weg 65, 26389 Wilhelmshaven"
"AES2.1";"171";"AES.171 - Altengrodener Weg 65a";45;"Altengrodener Weg 65a, 26389 Wilhelmshaven"
"AES2.1";"172";"AES.172 - Weidenstraße 8";46;"Weidenstraße 8, 26389 Wilhelmshaven"
"AES2.1";"173";"AES.173 - Weidenstraße 5";47;"Weidenstraße 5, 26389 Wilhelmshaven"
"AES2.1";"174";"AES.174 - Weidenstraße 23";48;"Weidenstraße 23, 26389 Wilhelmshaven"
"AES2.1";"175";"AES.175 - Weidenstraße 7";49;"Weidenstraße 7, 26389 Wilhelmshaven"
"AES2.1";"177";"AES.177 - Weidenstraße 12";50;"Weidenstraße 12, 26389 Wilhelmshaven"
"AES2.1";"178";"AES.178 - Am Wiesenhof 6";51;"Am Wiesenhof 6, 26389 Wilhelmshaven"
"AES2.1";"181";"AES.181 - Erlenweg 12";52;"Erlenweg 12, 27404 Zeven"
"AES2.1";"182";"AES.182 - Erlenweg 14";53;"Erlenweg 14, 27404 Zeven"
"AES2.1";"183";"AES.183 - Eschenweg 42";54;"Eschenweg 42, 27404 Zeven"
"AES2.1";"184";"AES.184 - Erlenweg 5";55;"Erlenweg 5, 27404 Zeven"
"AES2.1";"191";"AES.191 - Eschenweg 35";56;"Eschenweg 35, 27404 Zeven"
"AES2.1";"192";"AES.192 - Eschenweg 41";57;"Eschenweg 41, 27404 Zeven"
"AES2.1";"193";"AES.193 - Eschenweg 34";58;"Eschenweg 34, 27404 Zeven"
"AES2.1";"194";"AES.194 - Eschenweg 27";59;"Eschenweg 27, 27404 Zeven"
"AES2.1";"196";"AES.196 - Kanalstraße 6";60;"Kanalstraße 6, 27570 Bremerhaven"
"AES2.1";"197";"AES.197 - Straßburger Platz 3";61;"Straßburger Platz 3, 27570 Bremerhaven"
"AES2.1";"200";"AES.200 - Schönianstraße 34";62;"Schönianstraße 34, 27570 Bremerhaven"
"AES2.1";"202";"AES.202 - Auf der Bult 33d";63;"Auf der Bult 33d, 27574 Bremerhaven"
"AES2.1";"203";"AES.203 - Kiebitzstraße 14";64;"Kiebitzstraße 14, 27574 Bremerhaven"
"AES2.1";"204";"AES.204 - Auf der Bult 24a";65;"Auf der Bult 24a, 27574 Bremerhaven"
"AES2.1";"205";"AES.205 - Meerkamp 10";66;"Meerkamp 10, 45327 Essen"
"AES2.1";"206";"AES.206 - Meerkamp 25";67;"Meerkamp 25, 45327 Essen"
"AES2.1";"207";"AES.207 - Robinsbalje 29";68;"Robinsbalje 29, 28259 Bremen"
"AES2.1";"210";"AES.210 - Mollstraße 9";69;"Mollstraße 9, 58097 Hagen"
"AES2.1";"212";"AES.212 - Kaiserstraße 16";70;"Kaiserstraße 16, 31785 Hameln"
"AES2.1";"213";"AES.213 - Hafenstraße 37";71;"Hafenstraße 37, 31785 Hameln"
"AES2.1";"214";"AES.214 - Hafenstraße 35";72;"Hafenstraße 35, 31785 Hameln"
"AES2.1";"216";"AES.216 - Pyrmonter Straße 37";73;"Pyrmonter Straße 37, 31789 Hameln"
"AES2.1";"217";"AES.217 - Dornbusch 15";74;"Dornbusch 15, 31789 Hameln"
"AES2.1";"220";"AES.220 - Auf der Huneke 30a";75;"Auf der Huneke 30a, 32107 Bad Salzuflen"
"AES2.1";"227";"AES.227 - Kirchweg 2";76;"Kirchweg 2, 32108 Bad Salzuflen"
"AES2.1";"228";"AES.228 - Wellerstraße 14";77;"Wellerstraße 14, 32369 Rahden"
"AES2.1";"234";"AES.234 - Tulpenstraße 8";78;"Tulpenstraße 8, 37412 Herzberg"
"AES2.1";"235";"AES.235 - Osteroder Straße 12";79;"Osteroder Straße 12, 37412 Herzberg"
"AES2.1";"236";"AES.236 - Lonauer Straße 4";80;"Lonauer Straße 4, 37412 Herzberg"
"AES2.1";"237";"AES.237 - Tulpenstraße 6";81;"Tulpenstraße 6, 37412 Herzberg"
"AES2.1";"238";"AES.238 - Tulpenstraße 2";82;"Tulpenstraße 2, 37412 Herzberg"
"AES2.1";"239";"AES.239 - Hopfenhof 1";83;"Hopfenhof 1, 37412 Herzberg"
"AES2.1";"240";"AES.240 - Duderstädter Straße 1";84;"Duderstädter Straße 1, 37412 Herzberg"
"AES2.1";"241";"AES.241 - Duderstädter Straße 1a";85;"Duderstädter Straße 1a, 37412 Herzberg"
"AES2.1";"243";"AES.243 - Conringstraße 21";86;"Conringstraße 21, 38350 Helmstedt"
"AES2.1";"244";"AES.244 - Joh.-Seb.-Bach-Straße 20";87;"Joh.-Seb.-Bach-Straße 20, 38350 Helmstedt"
"AES2.1";"245";"AES.245 - Joh.-Seb.-Bach-Straße 2";88;"Joh.-Seb.-Bach-Straße 2, 38350 Helmstedt"
"AES2.1";"246";"AES.246 - Dammgarten 2";89;"Dammgarten 2, 38350 Helmstedt"
"AES2.1";"247";"AES.247 - An den Luebbensteinen 7";90;"An den Luebbensteinen 7, 38350 Helmstedt"
"AES2.1";"248";"AES.248 - Dammgarten 8";91;"Dammgarten 8, 38350 Helmstedt"
"AES2.1";"249";"AES.249 - An den Luebbensteinen 5";92;"An den Luebbensteinen 5, 38350 Helmstedt"
"AES2.1";"250";"AES.250 - Dammgarten 4";93;"Dammgarten 4, 38350 Helmstedt"
"AES2.1";"251";"AES.251 - Dammgarten 6";94;"Dammgarten 6, 38350 Helmstedt"
"AES2.1";"252";"AES.252 - An den Luebbensteinen 3";95;"An den Luebbensteinen 3, 38350 Helmstedt"
"AES2.1";"253";"AES.253 - An den Luebbensteinen 1";96;"An den Luebbensteinen 1, 38350 Helmstedt"
"AES2.1";"254";"AES.254 - Herm.-Loens-Weg 8";97;"Herm.-Loens-Weg 8, 38350 Helmstedt"
"AES2.1";"255";"AES.255 - Conringstraße 17";98;"Conringstraße 17, 38350 Helmstedt"
"AES2.1";"256";"AES.256 - Conringstraße 18";99;"Conringstraße 18, 38350 Helmstedt"
"AES2.1";"257";"AES.257 - Conringstraße 19";100;"Conringstraße 19, 38350 Helmstedt"
"AES2.1";"258";"AES.258 - Conringstraße 20";101;"Conringstraße 20, 38350 Helmstedt"
"AES2.1";"259";"AES.259 - Friedrichstraße 22";102;"Friedrichstraße 22, 38350 Helmstedt"
"AES2.1";"260";"AES.260 - Friedrichstraße 23";103;"Friedrichstraße 23, 38350 Helmstedt"
"AES2.1";"261";"AES.261 - Tangermuehlenweg 35";104;"Tangermuehlenweg 35, 38350 Helmstedt"
"AES2.1";"262";"AES.262 - Tangermuehlenweg 39";105;"Tangermuehlenweg 39, 38350 Helmstedt"
"AES2.1";"263";"AES.263 - Tangermuehlenweg 43";106;"Tangermuehlenweg 43, 38350 Helmstedt"
"AES2.1";"264";"AES.264 - Joh.-Seb.-Bach-Straße 18";107;"Joh.-Seb.-Bach-Straße 18, 38350 Helmstedt"
"AES2.1";"265";"AES.265 - Joh.-Seb.-Bach-Straße 6";108;"Joh.-Seb.-Bach-Straße 6, 38350 Helmstedt"
"AES2.1";"266";"AES.266 - Rich.-Wagner-Straße 1";109;"Rich.-Wagner-Straße 1, 38350 Helmstedt"
"AES2.1";"267";"AES.267 - Rich.-Wagner-Platz 3";110;"Rich.-Wagner-Platz 3, 38350 Helmstedt"
"AES2.1";"268";"AES.268 - Herm.-Loens-Weg 1";111;"Herm.-Loens-Weg 1, 38350 Helmstedt"
"AES2.1";"269";"AES.269 - Herm.-Loens-Weg 10";112;"Herm.-Loens-Weg 10, 38350 Helmstedt"
"AES2.1";"270";"AES.270 - Herm.-Loens-Weg 2";113;"Herm.-Loens-Weg 2, 38350 Helmstedt"
"AES2.1";"271";"AES.271 - Herm.-Loens-Weg 3";114;"Herm.-Loens-Weg 3, 38350 Helmstedt"
"AES2.1";"272";"AES.272 - Herm.-Loens-Weg 4";115;"Herm.-Loens-Weg 4, 38350 Helmstedt"
"AES2.1";"273";"AES.273 - Herm.-Loens-Weg 9";116;"Herm.-Loens-Weg 9, 38350 Helmstedt"
"AES2.1";"274";"AES.274 - Herm.-Loens-Weg 5";117;"Herm.-Loens-Weg 5, 38350 Helmstedt"
"AES2.1";"275";"AES.275 - Herm.-Loens-Weg 6";118;"Herm.-Loens-Weg 6, 38350 Helmstedt"
"AES2.1";"276";"AES.276 - Herm.-Loens-Weg 7";119;"Herm.-Loens-Weg 7, 38350 Helmstedt"
"AES2.1";"277";"AES.277 - Th.-Storm-Weg 6";120;"Th.-Storm-Weg 6, 38350 Helmstedt"
"AES2.1";"278";"AES.278 - Th.-Storm-Weg 8";121;"Th.-Storm-Weg 8, 38350 Helmstedt"
"AES2.1";"279";"AES.279 - Th.-Storm-Weg 10";122;"Th.-Storm-Weg 10, 38350 Helmstedt"
"AES2.1";"280";"AES.280 - Th.-Storm-Weg 12";123;"Th.-Storm-Weg 12, 38350 Helmstedt"
"AES2.1";"282";"AES.282 - Tangermuehlenweg 44";124;"Tangermuehlenweg 44, 38350 Helmstedt"
"AES2.1";"283";"AES.283 - Tangermuehlenweg 48";125;"Tangermuehlenweg 48, 38350 Helmstedt"
"AES2.1";"284";"AES.284 - Tangermuehlenweg 56";126;"Tangermuehlenweg 56, 38350 Helmstedt"
"AES2.1";"285";"AES.285 - Tangermuehlenweg 52";127;"Tangermuehlenweg 52, 38350 Helmstedt"
"AES2.1";"286";"AES.286 - Brandenburger Straße 10";128;"Brandenburger Straße 10, 38364 Schöningen"
"AES2.1";"287";"AES.287 - Brandenburger Straße 8";129;"Brandenburger Straße 8, 38364 Schöningen"
"AES2.1";"288";"AES.288 - Brandenburger Straße 12";130;"Brandenburger Straße 12, 38364 Schöningen"
"AES2.1";"289";"AES.289 - Goetheplatz 5";131;"Goetheplatz 5, 38364 Schöningen"
"AES2.1";"290";"AES.290 - Goetheplatz 6";132;"Goetheplatz 6, 38364 Schöningen"
"AES2.1";"291";"AES.291 - Burgstraße 13";133;"Burgstraße 13, 38364 Schöningen"
"AES2.1";"292";"AES.292 - Eichendorffstraße 18";134;"Eichendorffstraße 18, 38364 Schöningen"
"AES2.1";"293";"AES.293 - Cunostraße 13";135;"Cunostraße 13, 38364 Schöningen"
"AES2.1";"294";"AES.294 - Wilhelm-Busch-Straße 38";136;"Wilhelm-Busch-Straße 38, 38364 Schöningen"
"AES2.1";"295";"AES.295 - Wilhelm-Busch-Straße 42";137;"Wilhelm-Busch-Straße 42, 38364 Schöningen"
"AES2.1";"297";"AES.297 - Eichendorffstraße 13";138;"Eichendorffstraße 13, 38364 Schöningen"
"AES2.1";"298";"AES.298 - Eichendorffstraße 15";139;"Eichendorffstraße 15, 38364 Schöningen"
"AES2.1";"299";"AES.299 - Eichendorffstraße 17";140;"Eichendorffstraße 17, 38364 Schöningen"
"AES2.1";"300";"AES.300 - Eichendorffstraße 19";141;"Eichendorffstraße 19, 38364 Schöningen"
"AES2.1";"301";"AES.301 - Wilhelm-Busch-Straße 26";142;"Wilhelm-Busch-Straße 26, 38364 Schöningen"
"AES2.1";"302";"AES.302 - Wilhelm-Busch-Straße 34";143;"Wilhelm-Busch-Straße 34, 38364 Schöningen"
"AES2.1";"303";"AES.303 - Eichendorffstraße 16";144;"Eichendorffstraße 16, 38364 Schöningen"
"AES2.1";"308";"AES.308 - Rhönstraße 7";145;"Rhönstraße 7, 42579 Heiligenhaus"
"AES2.1";"309";"AES.309 - Sieverstorstraße 1 [Hinterhaus]";146;"Sieverstorstraße 1, 39106 Magdeburg"
"AES2.1";"311";"AES.311 - Ballenstedter Straße 3";147;"Ballenstedter Straße 3, 39118 Magdeburg"
"AES2.1";"312";"AES.312 - Westring 277";148;"Westring 277, 24116 Kiel"
"AES2.1";"314";"AES.314 - Viersener Straße 8";149;"Viersener Straße 8, 47805 Krefeld"
"AES2.1";"317";"AES.317 - Hospitalstraße 39";150;"Hospitalstraße 39, 40597 Düsseldorf"
"AES2.1";"318";"AES.318 - Hospitalstraße 36";151;"Hospitalstraße 36, 40597 Düsseldorf"
"AES2.1";"319";"AES.319 - Hospitalstraße 40";152;"Hospitalstraße 40, 40597 Düsseldorf"
"AES2.1";"320";"AES.320 - Steinhauerstraße 16";153;"Steinhauerstraße 16, 40597 Düsseldorf"
"AES2.1";"325";"AES.325 - Capitostraße 25";154;"Capitostraße 25, 40597 Düsseldorf"
"AES2.1";"330";"AES.330 - Nettenberg 39";155;"Nettenberg 39, 42349 Wuppertal"
"AES2.1";"333";"AES.333 - Vertrauenschachtstraße 6-10e";156;"Vertrauenschachtstraße 6-10e, 09385 Lugau"
"AES2.1";"334";"AES.334 - Zwickauer Straße 6";157;"Zwickauer Straße 6, 44139 Dortmund"
"AES2.1";"335";"AES.335 - Zwickauer Straße 4";158;"Zwickauer Straße 4, 44139 Dortmund"
"AES2.1";"343";"AES.343 - Bochumer Straße 145";159;"Bochumer Straße 145, 44866 Bochum"
"AES2.1";"346";"AES.346 - Hauptstraße 60";160;"Hauptstraße 60, 55120 Mainz Mombach"
"AES2.1";"350";"AES.350 - Meerkamp 3";161;"Meerkamp 3, 45327 Essen"
"AES2.1";"351";"AES.351 - Meerkamp 15";162;"Meerkamp 15, 45327 Essen"
"AES2.1";"353";"AES.353 - Hirschbergstraße 5";163;"Hirschbergstraße 5, 01662 Meißen"
"AES2.1";"355";"AES.355 - Am Schloß 1";164;"Am Schloß 1, 04683 Naunhof"
"AES2.1";"356";"AES.356 - Jahnstraße 18";165;"Jahnstraße 18, 26954 Nordenham"
"AES2.1";"360";"AES.360 - Dickswall 102";166;"Dickswall 102, 45468 MühlheimanderRuhr"
"AES2.1";"361";"AES.361 - Vertrauenschachtstraße 10";167;"Vertrauenschachtstraße 10, 09385 Lugau"
"AES2.1";"363";"AES.363 - Bochumer Straße 150";168;"Bochumer Straße 150, 45886 Gelsenkirchen"
"AES2.1";"365";"AES.365 - Middelicher Straße 273";169;"Middelicher Straße 273, 45892 Gelsenkirchen"
"AES2.1";"366";"AES.366 - Scherers Hof 21";170;"Scherers Hof 21, 46045 Oberhausen"
"AES2.1";"370";"AES.370 - Rosastraße 17";171;"Rosastraße 17, 47226 Duisburg"
"AES2.1";"372";"AES.372 - Rosastraße 21";172;"Rosastraße 21, 47226 Duisburg"
"AES2.1";"374";"AES.374 - Fastenrathstraße 1";173;"Fastenrathstraße 1, 42853 Remscheid"
"AES2.1";"376";"AES.376 - Hans-Gottwald-Straße 2";174;"Hans-Gottwald-Straße 2, 07318 Saalfeld"
"AES2.1";"378";"AES.378 - Prediger Straße 8";175;"Prediger Straße 8, 27283 Verden"
"AES2.1";"380";"AES.380 - Hubertusstraße 144";176;"Hubertusstraße 144, 47798 Krefeld"
"AES2.1";"383";"AES.383 - Hülser Straße 129/131";177;"Hülser Straße 129/131, 47803 Krefeld"
"AES2.1";"384";"AES.384 - Banter Weg 153";178;"Banter Weg 153, 26382 Wilhelmshaven"
"AES2.1";"385";"AES.385 - Vennfelder Straße 37";179;"Vennfelder Straße 37, 47805 Krefeld"
"AES2.1";"388";"AES.388 - Goethestraße 43";180;"Goethestraße 43, 50126 Bergheim"
"AES2.1";"389";"AES.389 - Goethestraße 51";181;"Goethestraße 51, 50126 Bergheim"
"AES2.1";"390";"AES.390 - Goethestraße 47";182;"Goethestraße 47, 50126 Bergheim"
"AES2.1";"391";"AES.391 - Bergerstraße 156";183;"Bergerstraße 156, 50321 Brühl"
"AES2.1";"392";"AES.392 - Bergerstraße 154";184;"Bergerstraße 154, 50321 Brühl"
"AES2.1";"394";"AES.394 - Ölhafendamm 6e";185;"Ölhafendamm 6e, 26384 Wilhelmshaven"
"AES2.1";"395";"AES.395 - Selbecker Straße 70";186;"Selbecker Straße 70, 58091 Hagen"
"AES2.1";"397";"AES.397 - Allensteinweg 15";187;"Allensteinweg 15, 26388 Wilhelmshaven"
"AES2.1";"398";"AES.398 - Hufelandstraße 1";188;"Hufelandstraße 1, 58097 Hagen"
"AES2.1";"399";"AES.399 - Weichselstraße 50a";189;"Weichselstraße 50a, 26388 Wilhelmshaven"
"AES2.1";"400";"AES.400 - Auf dem Wichterbruch 2";190;"Auf dem Wichterbruch 2, 58135 Hagen"
"AES2.1";"401";"AES.401 - Herbeder Straße 22";191;"Herbeder Straße 22, 58455 Witten"
"AES2.1";"403";"AES.403 - Knapper Straße 40";192;"Knapper Straße 40, 58507 Lüdenscheid"
"AES2.1";"404";"AES.404 - Allensteinweg 28";193;"Allensteinweg 28, 26388 Wilhelmshaven"
"AES2.1";"408";"AES.408 - Hermannstraße 31";194;"Hermannstraße 31, 59494 Soest"
"AES2.1";"409";"AES.409 - Hermannstraße 23";195;"Hermannstraße 23, 59494 Soest"
"AES2.1";"410";"AES.410 - Hermannstraße 11";196;"Hermannstraße 11, 59494 Soest"
"AES2.1";"411";"AES.411 - Hermannstraße 14";197;"Hermannstraße 14, 59494 Soest"
"AES2.1";"412";"AES.412 - Hermannstraße 19";198;"Hermannstraße 19, 59494 Soest"
"AES2.1";"413";"AES.413 - Hermannstraße 15";199;"Hermannstraße 15, 59494 Soest"
"AES2.1";"414";"AES.414 - Hermannstraße 18";200;"Hermannstraße 18, 59494 Soest"
"AES2.1";"416";"AES.416 - Hermannstraße 20";201;"Hermannstraße 20, 59494 Soest"
"AES2.1";"417";"AES.417 - Hermannstraße 28";202;"Hermannstraße 28, 59494 Soest"
"AES2.1";"418";"AES.418 - Hermannstraße 24";203;"Hermannstraße 24, 59494 Soest"
"AES2.1";"419";"AES.419 - Hermannstraße 27";204;"Hermannstraße 27, 59494 Soest"
"AES2.1";"420";"AES.420 - Hermannstraße 12";205;"Hermannstraße 10, 59494 Soest"
"AES2.1";"421";"AES.421 - Gräfenbergring 22";206;"Gräfenbergring 22, 59846 Sundern"
"AES2.1";"422";"AES.422 - Gräfenbergring 10";207;"Gräfenbergring 10, 59846 Sundern"
"AES2.1";"424";"AES.424 - Gräfenbergring 18";208;"Gräfenbergring 18, 59846 Sundern"
"AES2.1";"425";"AES.425 - Gräfenbergring 14";209;"Gräfenbergring 14, 59846 Sundern"
"AES2.1";"426";"AES.426 - Gräfenbergring 20";210;"Gräfenbergring 20, 59846 Sundern"
"AES2.1";"427";"AES.427 - Eichendorffstraße 85";211;"Eichendorffstraße 85, 59846 Sundern"
"AES2.1";"428";"AES.428 - Eichendorffstraße 83";212;"Eichendorffstraße 83, 59846 Sundern"
"AES2.1";"429";"AES.429 - Nordring 37c";213;"Nordring 37c, 64807 Dieburg"
"AES2.1";"430";"AES.430 - Nordring 37";214;"Nordring 37, 64807 Dieburg"
"AES2.1";"431";"AES.431 - Nordring 37a";215;"Nordring 37a, 64807 Dieburg"
"AES2.1";"432";"AES.432 - Nordring 37b";216;"Nordring 37b, 64807 Dieburg"
"AES2.1";"434";"AES.434 - Allensteinweg 12";217;"Allensteinweg 12, 26388 Wilhelmshaven"
"AES2.1";"436";"AES.436 - Amerigo-Vespucci-Straße 11";218;"Amerigo-Vespucci-Straße 11, 26389 Wilhelmshaven"
"AES2.1";"437";"AES.437 - Europaring 4";219;"Europaring 4, 26389 Wilhelmshaven"
"AES2.1";"438";"AES.438 - Weidenstraße 71";220;"Weidenstraße 71, 26389 Wilhelmshaven"
"AES2.1";"439";"AES.439 - Straßburger Allee 11";221;"Straßburger Allee 11, 26389 Wilhelmshaven"
"AES2.1";"441";"AES.441 - Straßburger Allee 47";222;"Straßburger Allee 47, 26389 Wilhelmshaven"
"AES2.1";"443";"AES.443 - Berliner Straße 141";223;"Berliner Straße 141, 42277 Wuppertal"
"AES2.1";"444";"AES.444 - Amtshof 1a/b/c";224;"Amtshof 1a/b/c, 04808 Wurzen"
"AES2.1";"446";"AES.446 - Stellbrinkstr. 7";225;"Stellbrinkstr. 5-7, 23566 Lübeck"
"AES2.1";"447";"AES.447 - Stellbrinkstr. 11";226;"Stellbrinkstr. 9-11, 23566 Lübeck"
"AES2.1";"448";"AES.448 - Stellbrinkstr. 15";227;"Stellbrinkstr. 13-15, 23566 Lübeck"
"AES2.1";"449";"AES.449 - Schillerstr. 44";228;"Schillerstr. 44, 24576 Bad Bramstedt"
"AES2.1";"450";"AES.450 - Schillerstr. 48";229;"Schillerstr. 48, 24576 Bad Bramstedt"
"AES2.1";"451";"AES.451 - Schillerstr. 50";230;"Schillerstr. 50, 24576 Bad Bramstedt"
"AES2";"2";"Gaszähler nicht aufschaltbar";2;""
"AES2.2";"115";"AES.115 - Rheinstraße 84";1;"Rheinstraße 84, 26382 Wilhelmshaven"
"AES2.2";"405";"AES.405 - Virchowstraße 19";2;"Virchowstraße 19, 59077 Hamm"
"AES2.2";"137";"AES.137 - Graf-Bernadotte-Straße 1";3;"Graf-Bernadotte-Straße 1, 47228 Duisburg"
"AES2.2";"332";"AES.332 - Kalver Landweg 1";4;"Kalver Landweg 1, 58511 Lüdenscheid"
"AES2.2";"322";"AES.322 - Melanchthonstraße 3";5;"Melanchthonstraße 3, 40597 Düsseldorf"
"AES2.2";"407";"AES.407 - Oderstraße 61";6;"Oderstraße 61, 26388 Wilhelmshaven"
"AES2.2";"208";"AES.208 - Berliner Straße 124";7;"Berliner Straße 124, 28857 Syke"
"AES2.2";"313";"AES.313 - Inrather Straße 568";8;"Inrather Straße 568, 47803 Krefeld"
"AES2.2";"131";"AES.131 - Franz-von-Liszt-Straße 16";9;"Franz-von-Liszt-Straße 16, 39288 Burg"
"AES2.2";"105";"AES.105 - Poggenbreeden 2";10;"Poggenbreeden 2, 23843 Bad Oldesloe"
"AES2.2";"103";"AES.103 - Im Hölk 2";11;"Im Hölk 2, 23843 Bad Oldesloe"
"AES2.2";"381";"AES.381 - Bremer Straße 174";12;"Bremer Straße 174, 26382 Wilhelmshaven"
"AES2.2";"149";"AES.149 - Meerkamp 35";13;"Meerkamp 35, 45327 Essen"
"AES2.2";"185";"AES.185 - Meerkamp 4";14;"Meerkamp 4, 45327 Essen"
"AES2.2";"195";"AES.195 - Meerkamp 36";15;"Meerkamp 36, 45327 Essen"
"AES2.2";"348";"AES.348 - Meerkamp 9";16;"Meerkamp 9, 45327 Essen"
"AES2.2";"358";"AES.358 - Am Bauhof 13";17;"Am Bauhof 13, 31224 Peine"
"AES2.2";"377";"AES.377 - Beulwitzer Straße 25";18;"Beulwitzer Straße 25, 07318 Saalfeld"
"AES2.2";"375";"AES.375 - Prinz-Louis-Ferdinand-Straße 6";19;"Prinz-Louis-Ferdinand-Straße 6, 07318 Saalfeld"
